action_date,action_date_fiscal_year,award_description,award_id,award_piid_ref,award_type,award_type_code,awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,awarding_sub_agency_code,awarding_sub_agency_name,contract_award_unique_key,dollars_obligated,last_modified_date,naics_code,number_of_actions,parent_award_agency_id,parent_award_agency_name,plop_city,plop_congressional_district,plop_country_code,plop_country_name,plop_county,plop_state,plop_state_code,plop_zip,pop_end_date,pop_potential_end_date,pop_start_date,recipient_city,recipient_duns,recipient_name,recipient_zip_code,year,plop_zip_5,recipient_zip_code_5
2021-05-25 00:00:00,2021,P00013   INCREASE SURGE OPTION IN SUPPORT OF FMS CASE VM-P-SAG.,70Z02318CPMF00300,70Z02318CPMF00300,DEFINITIVE CONTRACT,D,70,DEPARTMENT OF HOMELAND SECURITY (DHS),70Z023,HQ CONTRACT OPERATIONS (CG-912)(000,7008,U.S. COAST GUARD,CONT_AWD_70Z02318CPMF00300_7008_-NONE-_-NONE-,90000.0,2021-05-25 15:33:41,541611,1.0,7008,DEPARTMENT OF HOMELAND SECURITY (DHS),WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205930006,2022-03-30 00:00:00,2023-03-31 00:00:00,2018-04-01 00:00:00,ALEXANDRIA,80093282,BOWHEAD PROGRAM MANAGEMENT & OPERATIONS LLC,223111855.0,2021,20593,22311
2021-05-06 00:00:00,2021,MODIFICATION TO ADD SERVICES TO WHITE OAK BUILDING 64 FOR MONITORING AND REPORTING.,47PM0820C0002,47PM0820C0002,DEFINITIVE CONTRACT,D,47,GENERAL SERVICES ADMINISTRATION (GSA),47PM08,PBS NCR OPER MAINTENANCE&CENTER 2,4740,PUBLIC BUILDINGS SERVICE,CONT_AWD_47PM0820C0002_4740_-NONE-_-NONE-,63580.0,2021-05-06 22:39:25,541690,1.0,4740,GENERAL SERVICES ADMINISTRATION (GSA),COLLEGE PARK,5.0,USA,UNITED STATES,PRINCE GEORGES,MARYLAND,MD,207401102,2022-03-31 00:00:00,2025-03-31 00:00:00,2020-04-01 00:00:00,BOSTON,780253860,CIMETRICS INC,21112400.0,2021,20740,21112
2021-06-04 00:00:00,2021,"THE PURPOSE OF THIS MODIFICATION IS TO DEOBLIGATE FY17 FUNDS IN THE AMOUNT OF $4,137.00 AND TO ADMINISTRATIVELY CLOSEOUT THIS CONTRACT IAW FAR 4.804 AND AGENCY PROCEDURES. ALL TERMS AND CONDITIONS REMAIN UNCHANGED.",SBAHQ17A0008,SBA0076,BPA CALL,A,73,SMALL BUSINESS ADMINISTRATION (SBA),733510,OFC OF PERF MGMT AND CFO,7300,SMALL BUSINESS ADMINISTRATION,CONT_AWD_SBA0076_7300_SBAHQ17A0008_7300,-4137.0,2021-06-04 14:10:37,541611,1.0,7300,SMALL BUSINESS ADMINISTRATION,SPRINGFIELD,8.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,221502611,2017-10-31 00:00:00,2017-10-31 00:00:00,2017-09-18 00:00:00,DUMFRIES,806687120,SUCCEED TO LEAD LLC,220262280.0,2021,22150,22026
2021-05-25 00:00:00,2021,THE PURPOSE OF THE MODIFICATION IS TO ADD ADDITIONAL/INCREMENTAL FUNDING WHICH FUNDS THE OPTION PERIOD THROUGH FY21.,91003119A0008,91003119F0361,BPA CALL,A,91,DEPARTMENT OF EDUCATION (ED),910031,FSA ACQUISITIONS OFFICE,9100,"EDUCATION, DEPARTMENT OF",CONT_AWD_91003119F0361_9100_91003119A0008_9100,1951033.83,2021-06-17 17:58:49,541611,1.0,9100,"EDUCATION, DEPARTMENT OF",WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,202020002,2021-09-29 00:00:00,2021-09-29 00:00:00,2019-09-30 00:00:00,WASHINGTON,134631675,SUMMIT CONSULTING LLC,200012018.0,2021,20202,20001
2021-06-25 00:00:00,2021,COMPETITIVE INNOVATIONS PROFESSIONAL SUPPORT SERVICES - 15 POSITIONS DRL/GP,SAQMMA16A0269,19AQMM21F7330,BPA CALL,A,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_19AQMM21F7330_1900_SAQMMA16A0269_1900,1999647.6,2021-06-25 12:41:34,541611,1.0,1900,"STATE, DEPARTMENT OF",WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205200001,2022-07-14 00:00:00,2024-07-14 00:00:00,2021-07-15 00:00:00,ARLINGTON,127407406,COMPETITIVE INNOVATIONS LLC,222033759.0,2021,20520,22203
2021-06-07 00:00:00,2021,THE PURPOSE OF P00001 TO TASK ORDER IS TO EXERCISE OPTION PERIOD ONE FROM 06/12/2021 - 06/11/2022 AND PROVIDE ASSOCIATED FUNDING.,70T05019A9NMED049,70T04020F1NAP1130,BPA CALL,A,70,DEPARTMENT OF HOMELAND SECURITY (DHS),70T040,SECURITY TECHNOLOGY,7013,TRANSPORTATION SECURITY ADMINISTRATION,CONT_AWD_70T04020F1NAP1130_7013_70T05019A9NMED049_7013,4537268.96,2021-06-07 14:17:38,541611,1.0,7013,TRANSPORTATION SECURITY ADMINISTRATION,ARLINGTON,10.0,USA,UNITED STATES,LOUDOUN,VIRGINIA,VA,205980011,2022-06-11 00:00:00,2022-06-11 00:00:00,2020-06-12 00:00:00,CATONSVILLE,78787816,RELI GROUP INC,212284851.0,2021,20598,21228
2021-06-01 00:00:00,2021,"ENVIRONMENTAL ASSESSMENT (EA) SERVICES FOR PHMSA RESEARCH, DESIGN, AND TESTING FACILITY (RDT) AT TRANSPORTATION TECHNOLOGY CENTER (TTC), PUEBLO, CO",693JK320P000025,693JK320P000025,PURCHASE ORDER,B,69,DEPARTMENT OF TRANSPORTATION (DOT),693JK3,693JK3 ACQUISITION SERVICES DIV.,6957,PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON,CONT_AWD_693JK320P000025_6957_-NONE-_-NONE-,12164.4,2021-06-02 08:50:22,541620,1.0,6957,DEPARTMENT OF TRANSPORTATION (DOT),FORT COLLINS,2.0,USA,UNITED STATES,LARIMER,COLORADO,CO,805212347,2021-09-30 00:00:00,2021-09-30 00:00:00,2020-09-01 00:00:00,FORT COLLINS,90821265,KATHOL & CO,805212347.0,2021,80521,80521
2021-06-17 00:00:00,2021,"NATIONAL ASSESSMENT OF EDUCATIONAL PROGRESS LOGISTICS AND SUPPORT SERVICES CONTRACT FOR THE NATIONAL CENTER FOR EDUCATION STATISTICS, INSTITUTE OF EDUCATION SCIENCES, WITHIN THE DEPARTMENT OF EDUCATION.",GS02F0113X,91990020F0011,DELIVERY ORDER,C,91,DEPARTMENT OF EDUCATION (ED),919900,CONTRACTS AND ACQUISTIONS MANAGEMEN,9100,"EDUCATION, DEPARTMENT OF",CONT_AWD_91990020F0011_9100_GS02F0113X_4732,-1333536.38,2021-06-17 09:21:09,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,200082304,2022-02-28 00:00:00,2025-02-28 00:00:00,2020-03-01 00:00:00,WASHINGTON,197629082,CRP INC,200082304.0,2021,20008,20008
2021-05-25 00:00:00,2021,2022 TRG WATERSHED SEMINAR SUPPORT  SERVICES FOR FOREST SERVICE IP,12318720A0001,12318721F0229,BPA CALL,A,12,DEPARTMENT OF AGRICULTURE (USDA),123187,USDA FOREST SERVICE,12C2,FOREST SERVICE,CONT_AWD_12318721F0229_12C2_12318720A0001_12C2,54598.58,2021-06-21 12:22:23,541611,1.0,12C2,FOREST SERVICE,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,200908521,2023-01-15 00:00:00,2023-01-15 00:00:00,2021-05-25 00:00:00,ARLINGTON,114391543,TRAINING RESOURCES GROUP INC,222031867.0,2021,20090,22203
2021-06-22 00:00:00,2021,NIH DRUG DEVELOPMENT CONSULTING SERVICE,HHSN271201500014I,HHSN27100002,DELIVERY ORDER,C,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N950,NATIONAL INSTITUTES OF HEALTH NIDA,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_HHSN27100002_7529_HHSN271201500014I_7529,-5145.0,2021-06-23 08:26:26,541690,1.0,7529,NATIONAL INSTITUTES OF HEALTH,BETHESDA,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208920001,2017-06-19 00:00:00,2017-06-19 00:00:00,2016-05-09 00:00:00,CHESTERFIELD,804242449,ROMERO DONNA L,630054230.0,2021,20892,63005
2021-06-15 00:00:00,2021,OUTWARD MINDSET WORKSHOP AND COACHING,GS10F099AA,75N96021F00043,DELIVERY ORDER,C,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N960,NATIONAL INSTITUTE OF  HEALTH NIEHS,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_75N96021F00043_7529_GS10F099AA_4732,24942.9,2021-06-21 09:52:04,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,DURHAM,4.0,USA,UNITED STATES,DURHAM,NORTH CAROLINA,NC,277090002,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-06-15 00:00:00,FARMINGTON,840239586,ARBINGER COMPANY THE,840253067.0,2021,27709,84025
2021-06-11 00:00:00,2021,ICE REFRESHER WORKSHOP AUGUST 2021: PROGRAM COORDINATOR,33321621P00458577,33321621P00458577,PURCHASE ORDER,B,3300,SMITHSONIAN INSTITUTION (SI),333216,SI MUSEUM CONSERVATION INSTITUTE,3300,SMITHSONIAN INSTITUTION,CONT_AWD_33321621P00458577_3300_-NONE-_-NONE-,7250.0,2021-06-11 14:07:06,541611,1.0,3300,SMITHSONIAN INSTITUTION (SI),SILVER SPRING,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,209105313,2021-09-30 00:00:00,2021-09-30 00:00:00,2021-06-11 00:00:00,SILVER SPRING,79715661,LONG AMANDA,209105313.0,2021,20910,20910
2021-06-22 00:00:00,2021,FEDERAL AVIATION ADMINISTRATION (FAA) TECHNICAL MANAGEMENT SUPPORT (TMS) SERVICES FOR THE OFFICE OF INFORMATION AND TECHNOLOGY (AIT) ENTERPRISE PROGRAM MANAGEMENT SERVICE (EPMS) OPERATIONS (OPS),692M1518D00026,692M1520F00335,DELIVERY ORDER,C,69,DEPARTMENT OF TRANSPORTATION (DOT),692M15,"692M15 ACQUISITION & GRANTS, AAQ600",6920,FEDERAL AVIATION ADMINISTRATION,CONT_AWD_692M1520F00335_6920_692M1518D00026_6920,859981.86,2021-06-22 13:12:42,541611,1.0,6920,FEDERAL AVIATION ADMINISTRATION,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,200050501,2021-12-31 00:00:00,2021-12-31 00:00:00,2020-06-19 00:00:00,LORTON,786713599,RIGIL CORPORATION,220795688.0,2021,20005,22079
2021-06-17 00:00:00,2021,"BPN PHASE I CLINICAL PHARMACOLOGY CONSULTING SERVICES - OPTION PERIOD 4, POP: 09/14/2019 TO 09/13/2020",HHSN271201500089C,HHSN271201500089C,DEFINITIVE CONTRACT,D,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N950,NATIONAL INSTITUTES OF HEALTH NIDA,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_HHSN271201500089C_7529_-NONE-_-NONE-,-1500.0,2021-06-17 08:53:34,541690,1.0,7529,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),ROCKVILLE,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208524920,2020-09-13 00:00:00,2020-09-13 00:00:00,2015-09-04 00:00:00,NORRISTOWN,79830109,WINCHELL GREGORY,194031376.0,2021,20852,19403
2021-05-14 00:00:00,2021,INCREASE FUNDING FOR ODCS TO SUPPORT ADDITIONAL TASKS IN PREVIOUSLY MODIFIED SOW.,GS00F115CA,75N98019F00732,DELIVERY ORDER,C,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N980,NATIONAL INSTITUTES OF HEALTH OLAO,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_75N98019F00732_7529_GS00F115CA_4732,87107.31,2021-05-14 13:49:45,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,ROCKVILLE,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208523804,2022-01-02 00:00:00,2022-01-02 00:00:00,2018-12-14 00:00:00,NORTH BETHESDA,131331261,SYNERGY ENTERPRISES INC,208524920.0,2021,20852,20852
2021-05-18 00:00:00,2021,"SUPPORT SERVICES FOR THE MISSION OF THE NATIONAL CANCER INSTITUTE (NCI), OFFICE OF THE DIRECTOR (OD), OFFICE OF COMMUNICATION AND PUBLIC LIAISON (OCPL). SERVICES MAY INCLUDE: SENIOR, GENERAL AND SPECIALIZED PROGRAM SUPPORT; STRATEGIC PLANNING AND ORG",GS10F171AA,75N91019F00002,DELIVERY ORDER,C,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N910,NIH NCI,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_75N91019F00002_7529_GS10F171AA_4732,10128.9,2021-05-18 12:10:28,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,ALEXANDRIA,8.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,223122380,2021-10-29 00:00:00,2021-10-30 00:00:00,2018-10-29 00:00:00,ALEXANDRIA,831666859,ADVANCED DECISION VECTORS LLC,223122380.0,2021,22312,22312
2021-06-23 00:00:00,2021,ACQUISITION SUPPORT SERVICES,GS10F0507P,9523ZY19F0067,DELIVERY ORDER,C,339,COMMODITY FUTURES TRADING COMMISSION (CFTC),9523ZY,COMMODITY FUTURES TRADING COMM,9507,COMMODITY FUTURES TRADING COMMISSION,CONT_AWD_9523ZY19F0067_9507_GS10F0507P_4730,140280.0,2021-06-23 15:41:49,541611,1.0,4730,FEDERAL ACQUISITION SERVICE,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205810001,2022-09-25 00:00:00,2024-09-25 00:00:00,2019-08-20 00:00:00,ACCOKEEK,157019691,MINORITY ADVANCEMENT IN CORPORATIONS INC,206072707.0,2021,20581,20607
2021-05-26 00:00:00,2021,---------- PUBLIC BOARD MEMBER,19AQMM21P0769,19AQMM21P0769,PURCHASE ORDER,B,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_19AQMM21P0769_1900_-NONE-_-NONE-,55130.4,2021-06-09 09:02:13,541612,1.0,1900,DEPARTMENT OF STATE (DOS),WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205220001,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-05-26 00:00:00,CHICAGO,79324183,STORYOGRAPHERS L3C,606222419.0,2021,20522,60622
2021-05-03 00:00:00,2021,MOD  P00016,DTFAWA13A00118,693KA919F00157,BPA CALL,A,69,DEPARTMENT OF TRANSPORTATION (DOT),693KA9,693KA9 CONTRACTING FOR SERVICES,6920,FEDERAL AVIATION ADMINISTRATION,CONT_AWD_693KA919F00157_6920_DTFAWA13A00118_6920,995.79,2021-05-03 17:06:00,541611,1.0,6920,FEDERAL AVIATION ADMINISTRATION,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205910004,2021-12-19 00:00:00,2021-12-19 00:00:00,2019-09-16 00:00:00,BOWIE,78736487,CONCEPTS BEYOND LLC,207153925.0,2021,20591,20715
2021-05-20 00:00:00,2021,DOI-IBC-AQD SUPPORT - ACQUISITION SUPPORT,IND17PC00394,IND17PD01231,DELIVERY ORDER,C,14,DEPARTMENT OF THE INTERIOR (DOI),140D04,IBC ACQ SVCS DIRECTORATE (00004),1406,DEPARTMENTAL OFFICES,CONT_AWD_IND17PD01231_1406_IND17PC00394_1406,-5048517.24,2021-05-21 15:02:15,541611,1.0,1406,DEPARTMENTAL OFFICES,HERNDON,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,201704842,2021-09-19 00:00:00,2022-09-19 00:00:00,2017-09-20 00:00:00,LOWELL,80295427,MARTEK-CRI JV,727458988.0,2021,20170,72745
2021-05-14 00:00:00,2021,"THE PURPOSE OF THIS BI-LATERAL MODIFICATION IS TWO-FOLD, 1) TO EXTEND THE TERM OF THE CONTRACT TO DECEMBER 8, 2021 AND TO REDUCE THE NUMBER OF EMPLOYEES TO MOVED UNDER THIS AWARD.",47QSMA19D08ND,28321320FDX030238,DELIVERY ORDER,C,28,SOCIAL SECURITY ADMINISTRATION (SSA),283213,SSA OFC OF ACQUISITION  GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,CONT_AWD_28321320FDX030238_2800_47QSMA19D08ND_4732,-10486.0,2021-05-14 12:13:08,541614,1.0,4732,FEDERAL ACQUISITION SERVICE,BROOKLYN,8.0,USA,UNITED STATES,KINGS,NEW YORK,NY,112050395,2021-12-08 00:00:00,2021-12-08 00:00:00,2020-06-09 00:00:00,BROOKLYN,965528875,DUMBO MOVING & STORAGE INC,112051006.0,2021,11205,11205
2021-05-07 00:00:00,2021,TECHNICAL SERVICES SUPPORT,89243121CSC000092,89243121CSC000092,DEFINITIVE CONTRACT,D,89,DEPARTMENT OF ENERGY (DOE),892431,SC OAK RIDGE OFFICE,8900,"ENERGY, DEPARTMENT OF",CONT_AWD_89243121CSC000092_8900_-NONE-_-NONE-,8672.0,2021-05-07 10:30:03,541690,1.0,8900,DEPARTMENT OF ENERGY (DOE),OAK RIDGE,3.0,USA,UNITED STATES,ANDERSON,TENNESSEE,TN,378308823,2022-04-30 00:00:00,2026-04-30 00:00:00,2021-05-01 00:00:00,WYANDOTTE,80126466,WYANDOTTE TECHNOLOGIES,743702105.0,2021,37830,74370
2021-06-24 00:00:00,2021,CHEMICALS,HHSN263201600031B,75N98021F00104,BPA CALL,A,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N980,NATIONAL INSTITUTES OF HEALTH OLAO,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_75N98021F00104_7529_HHSN263201600031B_7529,11094.4,2021-06-24 14:38:43,541690,1.0,7529,NATIONAL INSTITUTES OF HEALTH,GAITHERSBURG,6.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208795412,2021-11-30 00:00:00,2021-11-30 00:00:00,2021-06-24 00:00:00,GAITHERSBURG,103926911,QUALITY BIOLOGICAL INC,208795412.0,2021,20879,20879
2021-05-20 00:00:00,2021,DESIGN AND DEVELOPMENT SERVICES FOR THE CBP BRANDING GUIDE,70B06C20A00000035,70B06C21F00000540,BPA CALL,A,70,DEPARTMENT OF HOMELAND SECURITY (DHS),70B06C,MISSION SUPPORT CTR DIV,7014,U.S. CUSTOMS AND BORDER PROTECTION,CONT_AWD_70B06C21F00000540_7014_70B06C20A00000035_7014,146028.72,2021-05-20 14:23:14,541613,1.0,7014,U.S. CUSTOMS AND BORDER PROTECTION,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,200073529,2022-07-31 14:23:22,2022-07-31 14:23:22,2021-08-01 14:23:22,WASHINGTON,144184392,ELEVATION LTD,200073529.0,2021,20007,20007
2021-05-25 00:00:00,2021,"THIS MODIFICATION IS FOR A WITHIN SCOPE SUPPLAMENTAL CHANAGE INCREASING THE PROJECT MANAGEMENT SPECIALIST HOURS ON THIS CONTRACT BY 1,960 (1 FTE POSITION) TOTAL HOURS TO SUPPORT ADDITINOAL WORK.",70Z02319CP1D01000,70Z02319CP1D01000,DEFINITIVE CONTRACT,D,70,DEPARTMENT OF HOMELAND SECURITY (DHS),70Z023,HQ CONTRACT OPERATIONS (CG-912)(000,7008,U.S. COAST GUARD,CONT_AWD_70Z02319CP1D01000_7008_-NONE-_-NONE-,47546.36,2021-05-25 11:22:25,541611,1.0,7008,DEPARTMENT OF HOMELAND SECURITY (DHS),NORFOLK,3.0,USA,UNITED STATES,NORFOLK CITY,VIRGINIA,VA,235109109,2021-09-26 00:00:00,2024-09-26 00:00:00,2019-09-27 00:00:00,CHESAPEAKE,79412380,ASJ IT SERVICES LLC,233205999.0,2021,23510,23320
2021-05-11 00:00:00,2021,"THE ENVIRONMENTAL SERVICES CONTRACTOR SHALL PROVIDE ENVIRONMENTAL MANAGEMENT SERVICES FOR THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATIONS (NASAS) GODDARD SPACE FLIGHT CENTER (GSFC), GREENBELT, MD. THE SERVICES ARE TO BE PERFORMED TO SUPPORT GSFCS MISSION AND IN SUCH A WAY THAT THEY DEMONSTRATE GSFCS COMMITMENT TO CONDUCT ITS MISSION IN A MANNER THAT PROMOTES ENVIRONMENTAL STEWARDSHIP.",NNG16AZ05C,NNG16AZ05C,DEFINITIVE CONTRACT,D,80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),80GSFC,NASA GODDARD SPACE FLIGHT CENTER,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,CONT_AWD_NNG16AZ05C_8000_-NONE-_-NONE-,1800.0,2021-05-21 10:36:26,541620,1.0,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),GREENBELT,5.0,USA,UNITED STATES,PRINCE GEORGES,MARYLAND,MD,207710003,2021-07-31 00:00:00,2021-07-31 00:00:00,2016-02-01 00:00:00,ALBUQUERQUE,78270244,DDC CONSTRUCTION SERVICES LLC,871104082.0,2021,20771,87110
2021-06-02 00:00:00,2021,"THE PURPOSE OF MODIFICATION #15 IS TO 1) ADD INCREMENTAL FUNDING IN THE AMOUNT OF $1,116,503.00 THEREBY INCREASING THE TOTAL OBLIGATED AMOUNT FROM $17,173,952.48 TO $18,290,455.48 AND LEAVING AN UNOBLIGATED AMOUNT OF $5,752,132.76 AND 2) PROCESS AN",GS00F193DA,7200AA18M00013,DELIVERY ORDER,C,72,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,CONT_AWD_7200AA18M00013_7200_GS00F193DA_4732,1116503.0,2021-06-09 08:41:31,541620,1.0,4732,FEDERAL ACQUISITION SERVICE,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,200052152,2023-08-26 00:00:00,2023-08-26 00:00:00,2018-08-15 00:00:00,SOUTH LAKE TAHOE,807987115,ENVIRONMENTAL INCENTIVES LLC,961506210.0,2021,20005,96150
2021-05-06 00:00:00,2021,PROVIDE MEETING SUPPORT FOR THE WORKFORCE INFORMATION ADVISORY COMMITTEE WIAC).,DOLQ121A21895,DOLETA15U00035,BPA CALL,A,1601,DEPARTMENT OF LABOR (DOL),1605DC,DEPT OF LABOR-OASAM-OFC  PROC SVCS,1605,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,CONT_AWD_DOLETA15U00035_1605_DOLQ121A21895_1605,-114.18,2021-05-06 10:36:16,541611,1.0,1605,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,BETHESDA,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208146318,2017-09-24 00:00:00,2021-05-07 00:00:00,2015-09-25 00:00:00,BETHESDA,788296788,COFFEY CONSULTING LLC,208143454.0,2021,20814,20814
2021-06-16 00:00:00,2021,DEOBLIGATE FUNDS ON TACCO 3 CALL ORDER,DTFT6016A00012,69319521F100002,BPA CALL,A,69,DEPARTMENT OF TRANSPORTATION (DOT),693195,693195 OFFICE OF ACQUISITION MGT,6955,FEDERAL TRANSIT ADMINISTRATION,CONT_AWD_69319521F100002_6955_DTFT6016A00012_6955,-28510.1,2021-06-16 09:51:22,541611,1.0,6955,FEDERAL TRANSIT ADMINISTRATION,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205230001,2021-12-15 00:00:00,2021-12-15 00:00:00,2020-12-16 00:00:00,EARLYSVILLE,109316237,BOYD CATON GROUP INC,229362839.0,2021,20523,22936
2021-06-02 00:00:00,2021,STAFF SUPPORT SERVICES,1331L520A13500013,1331L521F13500307,BPA CALL,A,13,DEPARTMENT OF COMMERCE (DOC),1331L5,DEPT OF COMMERCE ESO,1301,OFFICE OF THE SECRETARY,CONT_AWD_1331L521F13500307_1301_1331L520A13500013_1301,34997.09,2021-06-02 22:02:37,541611,1.0,1301,OFFICE OF THE SECRETARY,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,202300003,2021-09-30 00:00:00,2022-02-28 00:00:00,2021-06-02 00:00:00,INDIANAPOLIS,114144632,THOMAS & REED LLC,462043281.0,2021,20230,46204
2021-05-20 00:00:00,2021,"FIRE PROTECTION, LIFE SAFETY AND ENVIRONMENT OF CARE SERVICES",36C25618C0130,36C25618C0130,DEFINITIVE CONTRACT,D,36,DEPARTMENT OF VETERANS AFFAIRS (VA),36C256,256-NETWORK CONTRACT OFFICE 16 (36C256),3600,"VETERANS AFFAIRS, DEPARTMENT OF",CONT_AWD_36C25618C0130_3600_-NONE-_-NONE-,49781.38,2021-05-20 07:38:31,541620,1.0,3600,DEPARTMENT OF VETERANS AFFAIRS (VA),HOUSTON,9.0,USA,UNITED STATES,HARRIS,TEXAS,TX,770302802,2022-06-30 00:00:00,2023-06-30 00:00:00,2018-07-16 00:00:00,UPLAND,113785385,FRANKLIN YOUNG INTERNATIONAL INC,917863695.0,2021,77030,91786
2021-06-09 00:00:00,2021,"AWE CALL ORDER 1   INCREMENTAL FUNDING IN THE AMOUNT OF 365,000 FOR OPTION YEAR 3.",7200AA18A00010,7200AA18F50024,BPA CALL,A,72,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),720RFS,BUREAU FOR RESILIENCE FOOD SECURITY,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,CONT_AWD_7200AA18F50024_7200_7200AA18A00010_7200,365000.0,2021-06-09 16:12:43,541611,1.0,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,ROCKVILLE,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208521486,2021-08-21 00:00:00,2023-08-21 00:00:00,2018-08-23 11:21:24,ROCKVILLE,42811732,ENCOMPASS LLC,208521486.0,2021,20852,20852
2021-06-16 00:00:00,2021,NASS BUSINESS SUPPORT SERVICES,86614919C00001,86614919C00001,DEFINITIVE CONTRACT,D,86,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD),866149,CPO : CPO; ACFO; WFCOD; REAL ESTATE,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",CONT_AWD_86614919C00001_8600_-NONE-_-NONE-,704143.0,2021-06-16 10:08:24,541611,1.0,8600,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD),RESTON,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,201905642,2022-08-10 00:00:00,2024-08-10 00:00:00,2019-07-01 00:00:00,RESTON,70990867,IT DATA CONSULTING LLC,201905642.0,2021,20190,20190
