,action_date,action_date_fiscal_year,award_description,award_id,award_piid_ref,award_type,award_type_code,awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,awarding_sub_agency_code,awarding_sub_agency_name,contract_award_unique_key,dollars_obligated,last_modified_date,naics_code,naics_description,number_of_actions,parent_award_agency_id,parent_award_agency_name,plop_city,plop_congressional_district,plop_country_code,plop_country_name,plop_county,plop_state,plop_state_code,plop_zip,pop_end_date,pop_potential_end_date,pop_start_date,recipient_city,recipient_duns,recipient_name,recipient_zip_code,year,plop_zip_5,recipient_zip_code_5
420178,2019-05-21 00:00:00,2019,SUPPORT AND MAINTENANCE OF RADNET FIXED AIR MONITORS,GS10F0093K,68HE0D18F0928,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0D,RTP PROC OPS DIVISION (RTPPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0D18F0928_6800_GS10F0093K_4730,540022.0,2020-03-27 08:20:59,541620,ENVIRONMENTAL CONSULTING SERVICES,1,4730,FEDERAL ACQUISITION SERVICE,ARLINGTON,8.0,USA,UNITED STATES,ARLINGTON,VIRGINIA,VA,222013324,2020-05-31 00:00:00,2021-05-31 00:00:00,2019-06-01 00:00:00,ARLINGTON,71167910,S C & A INC,222015411,2019,22201,22201
420990,2018-11-07 00:00:00,2019,IGF::CL::IGF TECHNICAL SUPPORT FOR THE ORD QA PROGRAM,EPC18007,68HERC19F0032,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERC19F0032_6800_EPC18007_6800,24982.58,2018-11-07 17:31:45,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2019-11-06 00:00:00,2019-11-06 00:00:00,2018-11-07 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2018,80215,80215
423259,2018-04-05 00:00:00,2018,IGF::CL::IGF  NATIONAL HOMELAND SECURITY RESEARCH CENTER (NHSRC) QA SUPPORT,EPC13022,0070,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0C,CINCINNATI PROC OPS DIVISION (CPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_0070_6800_EPC13022_6800,-268.23,2018-04-05 14:40:24,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LOS ALAMOS,3.0,USA,UNITED STATES,LOS ALAMOS,NEW MEXICO,NM,875443000,2017-06-15 00:00:00,2017-06-15 00:00:00,2018-04-05 00:00:00,LOS ALAMOS,623278447,NEPTUNE AND COMPANY INC,875443000,2018,87544,87544
423379,2020-10-29 00:00:00,2021,CIBA OU3 QA SUPPORT FOR REMEDIATION TO#69.,EPC18007,68HERH21F0012,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERH,HEADQUARTERS ACQUISITION DIV (HQAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERH21F0012_6800_EPC18007_6800,60225.91,2020-10-29 17:40:58,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2021-10-28 00:00:00,2021-10-28 00:00:00,2020-10-29 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2020,80215,80215
423571,2019-01-14 00:00:00,2019,SUPPORT AND MAINTENANCE OF RADNET FIXED AIR MONITORS,GS10F0093K,68HE0D18F0928,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0D,RTP PROC OPS DIVISION (RTPPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0D18F0928_6800_GS10F0093K_4730,540011.0,2019-01-14 10:11:39,541620,ENVIRONMENTAL CONSULTING SERVICES,1,4730,FEDERAL ACQUISITION SERVICE,ARLINGTON,8.0,USA,UNITED STATES,ARLINGTON,VIRGINIA,VA,222013324,2019-05-31 00:00:00,2021-05-31 00:00:00,2019-01-14 00:00:00,ARLINGTON,71167910,S C & A INC,222013324,2019,22201,22201
424133,2020-07-09 00:00:00,2020,NR-ARD - GPMP-OPT TASK 13-JOTR-PW,INP16PC00320,140P2120F0125,DELIVERY ORDER,C,14,DEPARTMENT OF THE INTERIOR (DOI),140P21,WASHINGTON CONTRACTING OFFICE,1443,NATIONAL PARK SERVICE,CONT_AWD_140P2120F0125_1443_INP16PC00320_1443,19269.0,2020-07-14 15:43:24,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1443,NATIONAL PARK SERVICE,MARYVILLE,2.0,USA,UNITED STATES,BLOUNT,TENNESSEE,TN,378032126,2021-07-31 00:00:00,2021-07-31 00:00:00,2016-08-01 00:00:00,FORT COLLINS,102550670,AIR RESOURCE SPECIALISTS INC,805254429,2020,37803,80525
425579,2020-09-24 00:00:00,2020,MOD P00004: DEOBLIGATE EXCESS FUNDS FOR SUPERFUND  ENFORCEMENT  SUPPORT SERVICES (SESS)EPA REGIONS 7-10,EPS91601,7004,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE07,REGION 7 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_7004_6800_EPS91601_6800,-27650.54,2020-09-24 12:16:26,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LENEXA,3.0,USA,UNITED STATES,JOHNSON,KANSAS,KS,662191458,2018-12-31 00:00:00,2018-12-31 00:00:00,2017-09-22 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2020,66219,80228
426674,2020-01-02 00:00:00,2020,"TASK ORDER SOLICITATION # 45,  SUPPORT THE REVIEW AND AUDIT OF NHSRC RESEARCH PRODUCTS.",EPC18007,68HERH20F0101,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERH,HEADQUARTERS ACQUISITION DIV (HQAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERH20F0101_6800_EPC18007_6800,44926.0,2020-01-02 14:03:58,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2021-01-01 00:00:00,2021-01-01 00:00:00,2020-01-02 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2020,80215,80215
427120,2018-08-27 00:00:00,2018,"THIS TO IS ISSUED TO OBTAIN PROFESSIONAL AND TECHNICAL SUPPORT, PRODUCTS, AND SERVICES FOR EPA IN VARIOUS ENFORCEMENT SUPPORT ACTIVITIES. OPTION YEAR 2",EPS91601,68HE0918F0395,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE09,REGION 9 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0918F0395_6800_EPS91601_6800,74944.0,2018-08-29 12:11:27,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,SAN FRANCISCO,12.0,USA,UNITED STATES,SAN FRANCISCO,CALIFORNIA,CA,941053920,2019-05-31 00:00:00,2019-05-31 00:00:00,2018-08-27 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2018,94105,80228
427891,2018-08-29 00:00:00,2018,PRP SEARCH SUPPORT AND ENFORCEMENT SERVICES FOR THE JERVIS WEBB SITE  (09WR OU00)   OPTION YEAR 2  CONTRACTOR SHALL IDENTIFY AND ASSIST IN THE EVALUATION OF PRPS FOR LIABILITY OF VOLATILE ORGANIC COMPOUNDS CONTAMINATION IN THE SOURCE AREA AND GROUND WATER PLUME EXISTING BENEATH AND/OR EXTENDING BEYOND THE JERVIS WEBB PROPERTY BOUNDARY LINE.,EPS91601,68HE0918F0404,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE09,REGION 9 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0918F0404_6800_EPS91601_6800,21097.0,2018-08-30 11:20:24,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,SAN FRANCISCO,12.0,USA,UNITED STATES,SAN FRANCISCO,CALIFORNIA,CA,941053920,2019-05-31 00:00:00,2019-05-31 00:00:00,2018-08-29 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2018,94105,80228
428462,2020-02-14 00:00:00,2020,PRP SEARCH AND ENFORCEMENT SUPPORT OMEGA CHEMICAL COMPANY (OMEGA)OPTION YEAR 3 MOD 2,EPS91601,68HE0919F0061,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE09,REGION 9 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0919F0061_6800_EPS91601_6800,9298.59,2020-02-14 18:25:37,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,SAN FRANCISCO,12.0,USA,UNITED STATES,SAN FRANCISCO,CALIFORNIA,CA,941053920,2020-05-31 00:00:00,2020-05-31 00:00:00,2019-06-01 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2020,94105,80228
428774,2019-06-26 00:00:00,2019,NR-ARD-151 GPMP - OPT TASK 14 - RANGELY,INP16PC00320,140P2119F0086,DELIVERY ORDER,C,14,DEPARTMENT OF THE INTERIOR (DOI),140P21,WASHINGTON CONTRACTING OFFICE,1443,NATIONAL PARK SERVICE,CONT_AWD_140P2119F0086_1443_INP16PC00320_1443,46891.0,2019-06-27 14:17:19,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1443,NATIONAL PARK SERVICE,FORT COLLINS,2.0,USA,UNITED STATES,LARIMER,COLORADO,CO,805211000,2020-07-31 00:00:00,2020-07-31 00:00:00,2019-06-26 00:00:00,FORT COLLINS,102550670,AIR RESOURCE SPECIALISTS INC,805254429,2019,80521,80525
430081,2018-05-23 00:00:00,2018,IGF::CL::IGF CLOSELY ASSOCIATED,EPC17040,EPC17040,DEFINITIVE CONTRACT,D,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0C,CINCINNATI PROC OPS DIVISION (CPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_EPC17040_6800_-NONE-_-NONE-,11082.17,2018-05-23 15:08:29,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY (EPA),TRAVERSE CITY,1.0,USA,UNITED STATES,GRAND TRAVERSE,MICHIGAN,MI,496863458,2018-07-31 00:00:00,2023-07-31 00:00:00,2018-05-23 00:00:00,TRAVERSE CITY,800884181,GREAT LAKES ENVIRONMENTAL CENTER INC,496863458,2018,49686,49686
430686,2020-09-15 00:00:00,2020,"TASK ORDER INITIATION REQUEST FOR REGION II REPA 6 CORRECTIVE ACTION AND PERMIT SUPPORT FOR  HOVENSA AND THE ADJACENT ST CROIX ALUMINA PLUME, ST. CROIX VI, CONTRACT # TBD (3 VENDORS).",68HERH19D0018,68HE0220F0069,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE02,REGION 2 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0220F0069_6800_68HERH19D0018_6800,39213.84,2020-09-15 13:53:52,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,NEW YORK,12.0,USA,UNITED STATES,NEW YORK,NEW YORK,NY,100031847,2021-09-20 00:00:00,2021-09-20 00:00:00,2020-09-15 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2020,10003,80228
430872,2018-05-22 00:00:00,2018,IGF::CL::IGF TECHNICAL AND REGULATORY SUPPORT FOR THE DEVELOPMENT OF CRITERIA FOR WATER MEDIA (ECOLOGICAL EMPHASIS),EPC14022,EPC14022,DEFINITIVE CONTRACT,D,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0C,CINCINNATI PROC OPS DIVISION (CPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_EPC14022_6800_-NONE-_-NONE-,31477.95,2018-05-22 17:09:15,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY (EPA),TRAVERSE CITY,1.0,USA,UNITED STATES,GRAND TRAVERSE,MICHIGAN,MI,496863458,2019-06-30 00:00:00,2019-06-30 00:00:00,2018-05-22 00:00:00,TRAVERSE CITY,800884181,GREAT LAKES ENVIRONMENTAL CENTER INC,496863458,2018,49686,49686
430905,2019-08-30 00:00:00,2019,MOD P00004 - CHANGE ORDER FOR SESS CONTRACT - PRP SEARCH - RICHWOODS.,EPS91601,68HE0718F0454,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE07,REGION 7 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0718F0454_6800_EPS91601_6800,4521.59,2019-08-30 10:39:45,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LENEXA,3.0,USA,UNITED STATES,JOHNSON,KANSAS,KS,662191161,2020-05-31 00:00:00,2020-05-31 00:00:00,2019-08-30 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2019,66219,80228
431533,2020-04-16 00:00:00,2020,TECHNICAL SUPPORT FOR NATIONAL AQUATIC RESOURCE SURVEYS DIATOM IDENTIFICATION PRICE REVISION,EPC16008,0005,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_0005_6800_EPC16008_6800,186546.0,2020-04-16 08:31:11,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,TRAVERSE CITY,1.0,USA,UNITED STATES,GRAND TRAVERSE,MICHIGAN,MI,496863458,2020-11-30 00:00:00,2020-11-30 00:00:00,2017-08-14 00:00:00,TRAVERSE CITY,800884181,GREAT LAKES ENVIRONMENTAL CENTER INC,496863458,2020,49686,49686
431962,2019-09-27 00:00:00,2019,TECHNICAL SUPPORT FOR DEVELOPING AND APPROVING WATER QUALITY STANDARDS AND CRITERIA,EPC16017,EPC16017,DEFINITIVE CONTRACT,D,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_EPC16017_6800_-NONE-_-NONE-,638381.0,2019-09-27 14:32:42,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY (EPA),SANDWICH,9.0,USA,UNITED STATES,BARNSTABLE,MASSACHUSETTS,MA,025635301,2020-07-31 00:00:00,2021-07-31 00:00:00,2019-09-27 00:00:00,SANDWICH,618387484,HORSLEY WITTEN GROUP INC,025635301,2019,02563,02563
431978,2018-07-06 00:00:00,2018,DEOBLIGATION OF UNUSED FUNDS AND CLOSE OUT.,DOCAB133C12CQ0039,DOCAB133C12CQ0039T0025,DELIVERY ORDER,C,13,DEPARTMENT OF COMMERCE (DOC),1305M3,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,CONT_AWD_DOCAB133C12CQ0039T0025_1330_DOCAB133C12CQ0039_1330,-24597.67,2018-07-06 15:15:59,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,COLUMBIA,6.0,USA,UNITED STATES,RICHLAND,SOUTH CAROLINA,SC,292013137,2016-10-31 00:00:00,2016-10-31 00:00:00,2018-07-06 00:00:00,COLUMBIA,800953994,RESEARCH PLANNING INC,292013137,2018,29201,29201
432598,2018-02-05 00:00:00,2018,"CORRECTIVE ACTION SUPPORT FOR CITIZEN'S GAS, PROSPECT STREET, INDIANAPOLIS, IN, AND 6 ADDITIONAL FACILITIES IGF::CL,CT::IGF",EPW12032,5534,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0S,SF PROC OPS DIVISION (SRRPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_5534_6800_EPW12032_6800,5000.0,2018-02-05 17:02:14,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802281552,2018-03-11 00:00:00,2018-03-11 00:00:00,2018-02-05 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2018,80228,80228
432601,2019-08-05 00:00:00,2019,TECHNICAL SUPPORT FOR DEVELOPING AND APPROVING WATER QUALITY STANDARDS AND CRITERIA,EPC16017,EPC16017,DEFINITIVE CONTRACT,D,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_EPC16017_6800_-NONE-_-NONE-,210804.02,2019-08-05 11:00:51,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY (EPA),SANDWICH,9.0,USA,UNITED STATES,BARNSTABLE,MASSACHUSETTS,MA,025635301,2020-07-31 00:00:00,2021-07-31 00:00:00,2019-08-05 00:00:00,SANDWICH,618387484,HORSLEY WITTEN GROUP INC,025635301,2019,02563,02563
433421,2020-12-22 00:00:00,2021,ORD NPM DATA COLLECTION SUPPORT (TO#71).,EPC18007,68HERH21F0079,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERH,HEADQUARTERS ACQUISITION DIV (HQAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERH21F0079_6800_EPC18007_6800,59263.08,2021-03-01 15:56:08,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2021-12-21 00:00:00,2021-12-21 00:00:00,2020-12-22 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2020,80215,80215
433783,2020-03-10 00:00:00,2020,CLOSELY ASSOCIATED,EPC17040,EPC17040,DEFINITIVE CONTRACT,D,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_EPC17040_6800_-NONE-_-NONE-,75000.0,2020-03-12 07:56:03,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY (EPA),TRAVERSE CITY,1.0,USA,UNITED STATES,GRAND TRAVERSE,MICHIGAN,MI,496863458,2020-07-31 00:00:00,2023-07-31 00:00:00,2017-09-01 00:00:00,TRAVERSE CITY,800884181,GREAT LAKES ENVIRONMENTAL CENTER INC,496863458,2020,49686,49686
434037,2020-03-30 00:00:00,2020,ENFORCEMENT SUPPORT SERVICES,EPS51401,0001,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE05,REGION 5 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_0001_6800_EPS51401_6800,195000.0,2020-03-31 11:52:17,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,CHICAGO,7.0,USA,UNITED STATES,COOK,ILLINOIS,IL,606043507,2020-09-29 00:00:00,2020-09-29 00:00:00,2014-09-30 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2020,60604,80228
434604,2019-05-30 00:00:00,2019,IGF::OT::IGF PRP SEARCH AND ENFORCEMENT SUPPORT JERVIS WEBB (JW) SUPERFUND SITE OPTION YEAR 3,EPS91601,68HE0919F0052,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE09,REGION 9 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0919F0052_6800_EPS91601_6800,19149.53,2021-01-24 21:41:59,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,SAN FRANCISCO,12.0,USA,UNITED STATES,SAN FRANCISCO,CALIFORNIA,CA,941053920,2020-05-31 00:00:00,2020-05-31 00:00:00,2019-06-01 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2019,94105,80228
435355,2020-08-07 00:00:00,2020,"PRP SEARCH, ETC. AT BONITA PEAK MINING DISTRICT SITE",EPS91601,8001,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE08,REGION 8 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_8001_6800_EPS91601_6800,174747.0,2020-08-07 15:36:07,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802281552,2021-03-31 00:00:00,2021-03-31 00:00:00,2016-06-29 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2020,80228,80228
435404,2019-05-22 00:00:00,2019,WHITE RIVER NF - BURKE MINE CERCLA / POTENTIAL RESPONSIBLE PARTY (PRP) REPORT,GS00F055CA,1282D719F0032,DELIVERY ORDER,C,12,DEPARTMENT OF AGRICULTURE (USDA),1282D7,USDA  FOREST SERIVCE,12C2,FOREST SERVICE,CONT_AWD_1282D719F0032_12C2_GS00F055CA_4732,18236.0,2019-05-22 15:39:09,541620,ENVIRONMENTAL CONSULTING SERVICES,1,4732,FEDERAL ACQUISITION SERVICE,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802281552,2019-11-30 00:00:00,2019-11-30 00:00:00,2019-05-22 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2019,80228,80228
436266,2019-06-28 00:00:00,2019,"PRP SEARCH, ETC. AT BONITA PEAK MINING DISTRICT SITE  MOD P0007: OBLIGATES FUNDS IN THE AMOUNT OF $260,490.26 FOR ADDITIONAL IN-SCOPE WORK ASSOCIATED WITH TASK 1, PRP SEARCHES AND TASK 5, NEGOTIATION SUPPORT AND LITIGATION SUPPORT.",EPS91601,8001,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE08,REGION 8 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_8001_6800_EPS91601_6800,258489.7,2019-06-28 15:55:24,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802281552,2021-03-31 00:00:00,2021-03-31 00:00:00,2019-06-28 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2019,80228,80228
436634,2020-03-17 00:00:00,2020,NATIONAL AQUATIC RESOURCE SURVEYS NATIONAL COASTAL CONDITION ASSESSMENT 2020: FIELD SAMPLING,EPC16008,68HERC19F0275,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERC19F0275_6800_EPC16008_6800,-137306.08,2020-03-17 06:26:14,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,TRAVERSE CITY,1.0,USA,UNITED STATES,GRAND TRAVERSE,MICHIGAN,MI,496863458,2021-01-31 00:00:00,2021-04-30 00:00:00,2019-09-19 00:00:00,TRAVERSE CITY,800884181,GREAT LAKES ENVIRONMENTAL CENTER INC,496863458,2020,49686,49686
437259,2019-12-10 00:00:00,2020,HIGH PROFILE PROJECT TECHNICAL SYSTEM AUDITS,EPC18007,68HE0C18F0868,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERH,HEADQUARTERS ACQUISITION DIV (HQAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0C18F0868_6800_EPC18007_6800,-9470.99,2019-12-11 12:12:36,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2019-08-30 00:00:00,2019-08-30 00:00:00,2018-08-31 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2019,80215,80215
438638,2019-04-12 00:00:00,2019,"PFAS CATEGORY A, PLANNING DOCUMENT REVIEW (QAPP) AND 1-DAY AUDIT 1-PERSON (TSA)",EPC18007,68HERC19F0012,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERC19F0012_6800_EPC18007_6800,-11391.11,2019-08-08 09:26:29,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2018-12-31 00:00:00,2019-06-11 00:00:00,2019-04-12 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2019,80215,80215
438918,2019-05-29 00:00:00,2019,IGF::CL::IGF ISO 17025:2017 ACCREDITATION SUPPORT FOR THE NRMRL-CINCINNATI METROLOGY LABORATORY,EPC18007,68HERC19F0024,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERC19F0024_6800_EPC18007_6800,-6713.52,2019-05-29 13:06:39,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2019-04-30 00:00:00,2019-04-30 00:00:00,2019-05-29 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2019,80215,80215
